Average mark awarded for your highest qualification,Hours willing to work per day,Hackathons Attended,Public speaking points,Can you work for a long time before a system?,Are you a self learner?,Attended Extra-courses,Certifications Awarded,Workshops Attended,Reading and writing skills,How do you rate your memory?,Interested subjects,Interested in games,Interested book genre,Management or Technical,Team worker or not?,Are you an introvert?,Suggested Job Role
71,10,1,4,no,yes,no,distro making,testing,medium,medium,data engineering,no,Romance,Technical,no,yes,UX Designer
79.22222222,6,0,6,yes,no,no,machine learning,system designing,excellent,poor,networks,no,Journals,Management,no,yes,Network Engineer
76.88888889,7,3,4,no,no,no,r programming,database security,medium,poor,programming,yes,Horror,Management,yes,yes,Solutions Architect
76.44444444,9,5,5,no,yes,yes,machine learning,database security,excellent,poor,programming,no,Journals,Technical,no,no,Software Developer
80.66666667,8,2,2,yes,yes,yes,information security,cloud computing,medium,excellent,hacking,no,Math,Technical,no,yes,Database Manager
72.88888889,6,2,5,no,yes,no,r programming,cloud computing,poor,poor,programming,yes,Cookbooks,Technical,no,no,Data Architect
68,8,0,4,no,yes,no,shell programming,cloud computing,medium,excellent,Software Engineering,no,Fantasy,Management,yes,yes,Software Engineer
73.22222222,12,0,4,no,yes,yes,information security,web technologies,medium,excellent,hacking,no,Comics,Management,no,yes,Systems Security Administrator
79.22222222,11,0,2,no,no,no,full stack,hacking,poor,excellent,IOT,yes,Health,Management,yes,yes,Information Security Analyst
82,8,6,4,no,yes,no,r programming,data science,medium,excellent,networks,yes,Horror,Technical,no,no,Network Security Engineer
74.11111111,6,3,5,yes,yes,yes,app development,database security,medium,poor,Computer Architecture,no,Autobiographies,Management,yes,no,Programmer Analyst
78.44444444,11,2,9,no,yes,yes,shell programming,data science,poor,medium,cloud computing,yes,Fantasy,Technical,yes,yes,Systems Analyst
76.44444444,9,3,3,no,yes,yes,information security,database security,medium,medium,Software Engineering,no,Diaries,Technical,no,no,CRM Technical Developer
77.55555556,8,1,1,yes,yes,no,distro making,game development,medium,medium,cloud computing,no,Health,Management,yes,no,Data Architect
74.33333333,10,3,8,yes,yes,yes,shell programming,game development,excellent,medium,cloud computing,no,Travel,Management,yes,yes,Applications Developer
79.66666667,8,1,9,no,no,yes,hadoop,game development,excellent,excellent,hacking,yes,Math,Technical,no,no,Business Systems Analyst
74.77777778,12,6,7,yes,yes,yes,information security,web technologies,excellent,excellent,Computer Architecture,no,Fantasy,Technical,yes,yes,Software Engineer
78.44444444,8,0,7,no,yes,yes,distro making,database security,poor,poor,hacking,no,Travel,Management,yes,no,Information Technology Manager
79.44444444,10,6,5,yes,no,no,shell programming,data science,excellent,poor,parallel computing,no,Self help,Management,yes,no,Technical Services/Help Desk/Tech Support
76.11111111,10,5,5,yes,yes,no,shell programming,game development,poor,excellent,Management,no,Dictionaries,Management,yes,yes,Solutions Architect
79,8,4,6,yes,no,no,r programming,web technologies,poor,poor,Management,yes,Trilogy,Technical,no,yes,Solutions Architect
83.33333333,12,0,1,yes,yes,yes,app development,game development,poor,excellent,programming,yes,Satire,Technical,no,yes,Technical Services/Help Desk/Tech Support
79.11111111,12,4,8,no,no,yes,full stack,hacking,poor,poor,parallel computing,yes,Anthology,Technical,yes,no,Portal Administrator
77.88888889,6,6,2,yes,no,yes,r programming,web technologies,poor,poor,data engineering,yes,Math,Technical,yes,no,CRM Business Analyst
75.22222222,4,4,6,yes,yes,no,hadoop,hacking,medium,excellent,Management,yes,Biographies,Technical,no,yes,Network Security Administrator
78.88888889,5,0,7,yes,no,no,full stack,testing,medium,excellent,networks,yes,Comics,Technical,no,yes,Technical Engineer
76,10,1,7,yes,yes,yes,shell programming,database security,medium,poor,networks,no,Guide,Management,no,no,CRM Technical Developer
81.66666667,7,3,6,yes,no,no,full stack,database security,excellent,excellent,cloud computing,yes,Art,Management,yes,yes,Applications Developer
72.11111111,6,1,5,no,no,no,hadoop,hacking,excellent,excellent,data engineering,yes,Poetry,Management,yes,no,Software Developer
75.77777778,11,3,9,no,yes,yes,distro making,cloud computing,excellent,medium,programming,yes,Religion-Spirituality,Technical,yes,yes,Portal Administrator
78.88888889,8,4,8,yes,yes,no,information security,database security,medium,medium,Computer Architecture,yes,Guide,Management,no,yes,Information Technology Auditor
78.11111111,10,4,4,no,no,yes,app development,web technologies,excellent,medium,IOT,no,Science,Management,no,yes,Network Security Administrator
77.66666667,8,2,2,yes,yes,no,hadoop,testing,medium,medium,Management,no,Encyclopedias,Technical,no,no,Systems Analyst
75.22222222,10,3,4,no,yes,yes,hadoop,game development,excellent,excellent,cloud computing,no,Health,Management,no,no,Data Architect
79.55555556,11,0,1,no,no,yes,information security,database security,medium,medium,Software Engineering,no,Dictionaries,Technical,no,no,Technical Support
75.77777778,11,0,2,yes,no,no,python,testing,excellent,excellent,Software Engineering,yes,Encyclopedias,Management,no,no,Software Quality Assurance (QA) / Testing
82,7,2,5,no,yes,no,full stack,hacking,poor,medium,IOT,yes,Series,Management,yes,yes,UX Designer
74,6,6,4,no,yes,yes,python,web technologies,medium,medium,Computer Architecture,no,Prayer books,Management,yes,no,Database Manager
78.22222222,7,2,4,no,yes,yes,python,system designing,excellent,poor,IOT,no,Guide,Management,no,yes,Quality Assurance Associate
77.22222222,6,6,8,no,no,no,shell programming,web technologies,medium,poor,Computer Architecture,no,Science fiction,Management,yes,no,Software Quality Assurance (QA) / Testing
75.33333333,4,1,8,no,yes,yes,machine learning,testing,excellent,medium,networks,yes,Childrens,Management,no,yes,Technical Services/Help Desk/Tech Support
78.55555556,10,0,3,yes,yes,yes,machine learning,system designing,excellent,medium,Management,no,Cookbooks,Technical,no,no,Portal Administrator
77.88888889,7,0,6,no,no,no,hadoop,game development,medium,poor,parallel computing,no,Drama,Technical,no,yes,Database Manager
72.11111111,10,3,3,yes,no,yes,hadoop,database security,medium,medium,Management,no,History,Management,yes,no,CRM Business Analyst
74.55555556,4,4,2,yes,yes,yes,app development,hacking,poor,medium,programming,no,Autobiographies,Management,no,yes,CRM Technical Developer
75.44444444,8,3,5,no,yes,no,machine learning,hacking,medium,excellent,cloud computing,yes,Horror,Technical,no,no,UX Designer
76.44444444,6,2,3,yes,no,yes,hadoop,system designing,poor,excellent,IOT,yes,Fantasy,Technical,no,yes,Information Technology Auditor
76.88888889,12,3,7,no,no,yes,machine learning,hacking,medium,medium,cloud computing,yes,Travel,Technical,no,yes,Technical Support
75.88888889,5,6,9,yes,no,yes,machine learning,hacking,excellent,poor,networks,yes,Self help,Management,no,yes,Technical Support
81.11111111,8,6,8,no,yes,yes,shell programming,web technologies,excellent,poor,parallel computing,no,History,Technical,no,no,Mobile Applications Developer
75.33333333,7,2,7,yes,yes,yes,shell programming,system designing,poor,poor,hacking,no,Satire,Technical,yes,yes,Software Quality Assurance (QA) / Testing
76.88888889,11,1,5,no,yes,yes,hadoop,web technologies,excellent,excellent,Software Engineering,yes,Trilogy,Management,yes,no,E-Commerce Analyst
81.88888889,4,2,3,yes,yes,no,python,cloud computing,excellent,medium,networks,no,Fantasy,Technical,yes,no,Information Technology Auditor
80.55555556,6,1,6,yes,no,no,distro making,web technologies,poor,medium,Software Engineering,yes,Journals,Management,yes,yes,Software Developer
73.33333333,10,6,8,yes,no,yes,hadoop,database security,poor,medium,programming,yes,Drama,Management,yes,yes,Software Developer
78.22222222,12,2,5,no,yes,no,machine learning,web technologies,medium,medium,networks,yes,Prayer books,Management,yes,yes,Database Developer
71.88888889,10,3,7,no,yes,no,python,system designing,excellent,medium,data engineering,yes,Art,Technical,yes,no,Software Developer
71.88888889,11,3,7,no,no,no,full stack,data science,excellent,poor,hacking,no,Romance,Management,no,no,Systems Analyst
71.11111111,11,0,3,no,yes,yes,full stack,testing,excellent,medium,data engineering,no,Encyclopedias,Technical,no,yes,Network Security Engineer
76.33333333,5,0,9,yes,no,no,full stack,game development,poor,medium,Computer Architecture,yes,Science,Management,yes,no,Programmer Analyst
72.11111111,5,6,4,yes,no,no,machine learning,web technologies,poor,medium,Computer Architecture,yes,Religion-Spirituality,Technical,no,no,Software Quality Assurance (QA) / Testing
84.11111111,9,3,3,no,no,no,machine learning,game development,poor,medium,programming,yes,Action and Adventure,Technical,yes,no,Solutions Architect
73.88888889,9,5,9,no,no,no,full stack,web technologies,poor,poor,hacking,no,Travel,Management,yes,yes,Business Systems Analyst
74.33333333,8,5,8,yes,no,yes,information security,database security,poor,medium,programming,yes,Religion-Spirituality,Management,yes,yes,Project Manager
73.22222222,9,6,5,no,no,yes,full stack,database security,medium,poor,networks,no,Travel,Technical,no,no,Software Engineer
75.33333333,9,2,9,no,no,yes,full stack,database security,poor,poor,IOT,yes,Autobiographies,Technical,no,no,Network Engineer
74.33333333,10,3,2,yes,yes,yes,r programming,cloud computing,medium,excellent,Computer Architecture,yes,Horror,Management,yes,no,Programmer Analyst
76.55555556,8,6,6,yes,no,yes,hadoop,data science,medium,medium,parallel computing,yes,Romance,Management,yes,yes,Portal Administrator
81,5,6,7,no,yes,no,r programming,system designing,medium,medium,hacking,yes,Autobiographies,Management,no,yes,Systems Analyst
77.55555556,10,0,1,yes,yes,yes,shell programming,data science,poor,medium,IOT,no,Cookbooks,Management,no,yes,Network Security Administrator
81.66666667,6,2,6,yes,no,yes,information security,system designing,poor,medium,programming,no,Math,Technical,yes,yes,Network Security Engineer
78.11111111,10,3,6,no,no,yes,machine learning,web technologies,excellent,poor,IOT,yes,Diaries,Technical,no,no,Design & UX
72,5,2,1,no,no,yes,hadoop,hacking,excellent,excellent,hacking,no,Satire,Technical,no,yes,Technical Support
76.11111111,11,4,8,yes,no,yes,app development,database security,excellent,excellent,programming,no,Drama,Management,yes,no,Network Engineer
82.66666667,11,0,1,no,no,no,full stack,data science,excellent,excellent,programming,yes,Satire,Technical,yes,yes,Database Manager
75.77777778,6,0,8,no,yes,yes,information security,hacking,excellent,poor,data engineering,no,Self help,Management,yes,yes,Information Technology Auditor
72.22222222,11,2,9,no,yes,yes,information security,database security,excellent,excellent,networks,no,Math,Management,yes,yes,Software Systems Engineer
78.33333333,7,5,6,yes,no,yes,full stack,database security,medium,poor,data engineering,no,Science fiction,Management,yes,yes,CRM Technical Developer
74.66666667,8,0,7,yes,no,yes,machine learning,testing,poor,excellent,parallel computing,no,Travel,Management,no,no,Software Systems Engineer
74.88888889,8,4,2,no,no,yes,machine learning,data science,excellent,poor,data engineering,yes,Travel,Management,yes,no,Database Administrator
78.11111111,4,0,7,no,yes,no,app development,cloud computing,medium,excellent,networks,yes,Science,Technical,yes,no,Software Developer
78.55555556,10,0,6,no,yes,yes,python,game development,excellent,excellent,programming,no,Math,Management,yes,yes,Business Systems Analyst
79.88888889,10,3,7,yes,yes,yes,hadoop,data science,poor,poor,Management,yes,Anthology,Management,no,no,Design & UX
71,9,2,1,no,yes,no,app development,web technologies,poor,medium,Management,yes,Guide,Management,yes,yes,Technical Services/Help Desk/Tech Support
76,11,2,1,yes,yes,yes,hadoop,data science,medium,excellent,data engineering,yes,Biographies,Technical,no,no,Systems Security Administrator
78,12,3,2,no,no,no,full stack,game development,medium,poor,hacking,yes,Cookbooks,Management,no,yes,Business Systems Analyst
79.44444444,4,3,2,yes,no,yes,distro making,system designing,poor,poor,cloud computing,no,Math,Management,yes,yes,Systems Analyst
81.11111111,6,1,7,no,yes,no,app development,database security,poor,excellent,IOT,no,Science fiction,Management,no,no,E-Commerce Analyst
79.11111111,5,3,2,yes,yes,no,full stack,system designing,medium,medium,programming,yes,Satire,Technical,yes,no,Portal Administrator
80.33333333,4,2,1,no,yes,no,r programming,game development,medium,medium,programming,yes,Art,Technical,no,yes,Systems Security Administrator
80.11111111,8,1,5,no,no,yes,full stack,data science,poor,excellent,hacking,yes,Horror,Management,yes,yes,Information Security Analyst
75,6,4,3,no,yes,no,hadoop,cloud computing,excellent,poor,hacking,no,Guide,Technical,yes,yes,Design & UX
79.77777778,7,2,5,no,yes,yes,app development,data science,medium,excellent,data engineering,no,Health,Management,yes,yes,Mobile Applications Developer
76.22222222,4,6,8,yes,yes,no,shell programming,hacking,poor,poor,IOT,yes,Guide,Technical,yes,no,Software Systems Engineer
77.55555556,9,1,5,no,no,no,information security,hacking,excellent,medium,data engineering,yes,Poetry,Management,no,yes,Systems Analyst
82.22222222,12,3,3,yes,yes,no,hadoop,testing,poor,medium,Computer Architecture,no,Childrens,Management,no,yes,CRM Technical Developer
77.55555556,6,3,5,yes,yes,no,information security,database security,excellent,medium,Software Engineering,yes,Encyclopedias,Technical,no,no,CRM Business Analyst
76.66666667,8,6,3,yes,yes,no,hadoop,testing,poor,medium,cloud computing,yes,Guide,Management,no,no,Design & UX
79.33333333,4,1,6,no,no,yes,machine learning,system designing,poor,poor,parallel computing,yes,Self help,Management,no,yes,Business Systems Analyst
78.55555556,5,2,4,no,yes,yes,information security,web technologies,excellent,poor,parallel computing,no,History,Management,yes,yes,Network Security Administrator
77,9,4,1,no,no,yes,distro making,game development,medium,poor,hacking,yes,Self help,Technical,yes,no,Project Manager
74.33333333,4,4,7,yes,yes,yes,shell programming,data science,poor,medium,data engineering,no,Horror,Technical,yes,no,Data Architect
81.55555556,4,3,8,yes,no,yes,distro making,cloud computing,poor,poor,parallel computing,yes,Drama,Management,yes,no,Data Architect
75.33333333,5,0,8,no,no,no,shell programming,cloud computing,excellent,medium,cloud computing,no,Self help,Technical,no,no,Software Engineer
77.88888889,4,5,2,no,yes,no,python,game development,medium,poor,Management,no,Horror,Technical,no,no,CRM Technical Developer
78.77777778,7,6,9,no,no,no,hadoop,game development,excellent,excellent,cloud computing,yes,Anthology,Management,no,yes,Programmer Analyst
